"","moderator","Qm","Qmdf","Qmp","Qe","Qedf","Qep"
"1","Overall",NA,NA,NA,"10093.1936539609","466","0"
"2","depth","12.455271967807","3","7.5766931124145e-08","9886.05500544508","464","0"
"3","ccseason","7.73978309387551","4","4.82084132943272e-06","9268.58112958499","463","0"
"4","ccadded","5.62594781389583","5","4.77827262053313e-05","10016.7494513512","462","0"
"5","maincrop","6.81198768183259","5","3.81740267628287e-06","9506.21947735089","462","0"
"6","tillage","10.5114133535247","2","3.42875519940361e-05","10284.463314033","465","0"
"7","nfert","0.399929132610227","1","0.527663008872013","4535.58498088472","269","0"
"8","ag.C.inputs","21.8514659979955","1","6.1413025224696e-06","2762.55312320776","163","0"
"9","species.added","0.124215853202271","1","0.724665972102013","10086.5655315281","465","0"
"10","duration","1.02094779316324","1","0.312824328199705","9703.099902534","461","0"
"11","sand","1.45061840218863","1","0.229417613272883","7462.53739524064","288","0"
"12","silt","2.37317693801036","1","0.124581317663464","7228.421755735","276","0"
"13","clay","0.000784892115570354","1","0.977669264788805","7500.1054435119","282","0"
"14","toc","0.284075890102744","1","0.594547905061307","7132.70960121515","234","0"
"15","ph","0.931219546731","1","0.335381910350085","7379.54863991074","279","0"
"16","Temp","4.05503542553032","1","0.0446153404188614","10035.750013344","465","0"
"17","Prec","2.54455984948708","1","0.111354146163156","10051.0222422428","465","0"
"18","soilorder","10.5680342967692","5","1.26622334341561e-09","8534.88409079522","462","0"
"19","Continent","6.21536283846995","4","7.05465369684309e-05","10106.8879344531","463","0"
"20","SoilCollectionSeason","6.21699490770136","4","7.03444940924519e-05","9219.93878501002","463","0"
"21","FractionationMethod","13.717274763359","2","1.62847705686599e-06","9920.83729185484","465","0"
"22","DispersingAgent","6.1616175694663","5","1.52891227563448e-05","9787.08322773426","462","0"
"23","ResponseCalc","14.1989061576577","2","1.03385112721338e-06","10068.8744563276","465","0"
